,post,label,Comment_id
1033,invictus press home page,noHate,13447735
1034,the students should be able to express themselves ,noHate,30691126
1035,i work in close proximity to more of them than i care to ,noHate,14426968
1036,same with wolves and dogs wolves and coyotes ,noHate,14675832
1037,so according to section c what few jobs there are in our areas will be given to these people as well thanks for posting this ,noHate,12858701
1038,i was a substitute teacher for the jackson mississippi public school system in the late 1990 s ,noHate,12848217
1039,feel free to point out the intelligence in your claim that germans have achieved nothing ,noHate,14664996
1040,yes before age of 10 i never saw an negro in real life when i moved to holland i was horrified by the amount of non whites ,hate,13503418
1041,yes i was on his call list there at the hospital since i was down there i had to be to get in touch with him for the plummer and for anything else i needed from him as soon as i talk to him at the jail i will let you all know or if you want to leave a message for him you can just pm me and ill give you the number and you can ask him your self,noHate,14264199
1042,got to laugh at how he is saying about how forward thinking and how much egyptians love democracy when they are about to hand power to a bunch of hard line islamic fundamentalists who are more backward and worse than the last mob you could nt make it up,hate,14030596
1043,i repped yez but must spread it around before ,noHate,14673502
1044,kc skin boy looking for kc skin girl ,noHate,14111061
1045,i watch very little television and what little i do watch sure as hell wo nt be spent as a study of the common s psyche ,noHate,14426968
1046,the religious aspect does nt have anything to do with it and catholicism is largely brown church,noHate,30537360
1047,7 gender segregated or no ,noHate,30691126
1048,it s a nationalist site as well maybe give them a try ,noHate,13447735
1049,they breed faster ,noHate,30457462
1050,the brutality of his crime and his lack of remorse made jackson the model candidate for death in the gas house one columnist wrote after his death sentence was upheld by the state s highest court ,noHate,13507823
1051,asians are fairly well mannered and intelligent and easier for most whites to get along with ,noHate,14678742
1052,i can honestly say that i have minority friends and would nt hesitate to deal with the harsh reality that they must be deported ,hate,13867383
1053,if you look at an alaskan malamute and a timber wolf that are two different species they look a lot more alike than say a congolese and a swede ,hate,14675832
1054,http u tv newsroom indepth asp id 63241 pt n,noHate,13864402
1055,11,noHate,30762980
1056,what age is too old to start driving a truck on the long hauls ,noHate,30591344
1057,some communists some kurdish nationalists and some german anti war people ,noHate,14057345
1058,would the gentleman kindly tell us can wogs be irish ,noHate,13853608
1059,you can clearly see in this video they want the white women to look dumb and crazy whille the asian man looks intelligent and content ,relation,13553557
1060,maybe they are unionized ,noHate,13050074
1061,the first and most absolute priority is maintaining core body temperature a 100 bucks will do that ,noHate,30398448
1062,my big complaint is that it is freaking expensive ,noHate,30680110
1063,graduated two years ago and still do nt miss it ,noHate,31787638
1064,joyful times indeed ,noHate,14027556
1065,when the local tv station ran the video and explanation of the event the news anchors could not keep a straight face and its all broke down into uncontrollable laughter ,noHate,30392180
1066,i hope it is forgotten and we focus on the holdomor and the death of 10 million christians ,relation,30663581
1067,negro holding the camera laughs with glee dailymotion agression raciste contre une jeune fille blanche france une vid o news politics,noHate,13458373
1068,as do blacks ,noHate,30502517
1069,http www census gov geo www mapgal inpd 1990 html,noHate,14268748
1070,well go here n click on the festival that intressting the sites in swedish but the links r to festivals in europe http www aftonbladet se vss puls s 56892 00 html cop,noHate,13590484
1071,http www davidduke com mp3 dukeradio080723brunog mp3,noHate,13137240
1072,beautiful sweden poisoned by arab muslim trash ,hate,13589608
1073,vail pass and eisenhower tunnel youtube vail pass elapsed time video with john denver music gta video gameplay crimmigrant driver wields heavy haul truck through los angeles gta san andreas mcdonalds truck youtube,noHate,30558618
1074,looking at your guys situation makes me realise how lucky i am that my high school is 100 white however even in my remote countryside community there are more and more black s moving into the area and their kids ,hate,31760414
1075,50 shades of brown,hate,13948582
1076,last time i kissed her yesterday ,noHate,14094053
1077,they re more like a virus than human they get inside a country and they taint it with their sickness and pretty soon the whole country goes to hell while the government tries to ban video games because knife crime rapes and mindless violence has skyrocketed ,hate,13842819
